Anime_id,Title,Genre,Synopsis,Type,Producer,Studio,Rating
32982,Imakara Atashi......,['Hentai'],Based on the doujinshi by Kaisei Kishi.,OVA,['Mary Jane'],['BreakBottle'],6.26
32983,Natsume Yuujinchou Go,"['Slice of Life', 'Supernatural', 'Drama', 'Fantasy', 'Shoujo']",Season 5 of  Natsume Yuujinchou .,TV,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha']",['Shuka'],8.64
32995,Yuri!!! on Ice,"['Comedy', 'Sports']","Reeling from his crushing defeat at the Grand Prix Finale, Yuuri Katsuki, once Japan's most promising figure skater, returns to his family home to assess his options for the future. At age 23, Yuuri's window for success in skating is closing rapidly, and his love of pork cutlets and aptitude for gaining weight are not helping either. 
 
However, Yuuri finds himself in the spotlight when a video of him performing a routine previously executed by five-time world champion, Victor Nikiforov, suddenly goes viral. In fact, Victor himself abruptly appears at Yuuri's house and offers to be his mentor. As one of his biggest fans, Yuuri eagerly accepts, kicking off his journey to make it back onto the world stage. But the competition is fierce, as the rising star from Russia, Yuri Plisetsky, is relentlessly determined to defeat Yuuri and win back Victor's tutelage. 
 
[Written by MAL Rewrite]",TV,"['Dentsu', 'TV Asahi', 'Movic', 'Avex Pictures', 'CIC', 'Cygames']",['MAPPA'],8.18
32998,91 Days,"['Action', 'Drama', 'Historical']","As a child living in the town of Lawless, Angelo Lagusa has witnessed a tragedy: his parents and younger brother have been mercilessly slaughtered by the Vanetti mafia family. Losing everything he holds dear, he leaves both his name and hometown behind, adopting the new identity of Avilio Bruno. 
 
Seven years later, Avilio finally has his chance for revenge when he receives a mysterious letter prompting him to return to Lawless. Obliging, he soon encounters the Vanetti don's son, Nero, and seeks to befriend him using the skills he has quietly honed for years. 
 
Set during the Prohibition era,  91 Days  tells the story of Avilio's dark, bloodstained path to vengeance, as he slowly ends each of the men involved in the killing of his family. 
 
[Written by MAL Rewrite]",TV,"['Shochiku', 'Mainichi Broadcasting System', 'Shochiku Music Publishing']",['Shuka'],7.89
32999,"Neko mo, Onda-ke","['Slice of Life', 'Comedy']","The manga is set in Matsuyama City in the southwestern prefecture of Ehime on Shikoku Island during the Showa 40s era (1965-1975). The Onda family includes the big sister Sachiko who is a passionate fan of the idol Hiromi Dō, the little brother Takushi who is terrible at arithmetic, the father Yoshito who works at a factory and is a Yomiuri Giants baseball fan, the mother Natsuko who wants to build a house for the family, and the newest addition — a cat named Mii. 
 
(Source: ANN)",TV,['Kadokawa Shoten'],['Studio! Cucuri'],3.51
33002,Panpaka Pants W-O-New!,"['Comedy', 'Kids']",Sequel to  Panpaka Pants O-New! . It follows a young underwear-wearing pig and his adventures.,TV,['Shizuoka Broadcasting System'],['DLE'],4.31
33003,Mahou Shoujo Ikusei Keikaku,"['Action', 'Supernatural', 'Magic', 'Thriller', 'Fantasy']","For many individuals in N-City, playing the popular social role-playing game Magical Girl Raising Project is as close as they could come to being a real magical girl. However, for some rare players, that dream can become a reality. One such girl is Koyuki Himekawa, who receives a notification one night that she has been selected to become a magical girl, her in-game avatar Snow White. 
 
As Koyuki and other chosen players in the city begin helping those in need, they all receive yet another notification: the admins have decided that they want to reduce the number of magical girls. Whoever collects the least amount of Magical Candies—which are awarded for their magical girl activities—in their competition each week will lose their powers. But when a real-world tragedy happens to the first player that drops out, they are shown the repercussions of losing their abilities. As more participants inevitably lose the competition and more twisted rules are added, the girls soon realize that their ""contest"" is actually a desperate fight for survival. 
 
[Written by MAL Rewrite]",TV,"['Genco', 'AT-X', 'Magic Capsule', 'flying DOG', 'Cospa', 'Toranoana', 'Medicos Entertainment', 'Animatic', 'Highlights Entertainment']",['Lerche'],7.13
33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,"['Comedy', 'Parody', 'Fantasy']","Humanity's battle of many years with the kaiju, giant monsters, has finally come to an end. Now that Earth has entered an age of peace, girls with the souls of kaiju have begun to appear, giving them the ability to transform into kaiju. They are known as the Kaiju Girls, and this is the powerful, transient, beautiful, and at times easygoing story of the strange fate these girls bear. 
 
(Source: Crunchyroll)",ONA,"['Pony Canyon', 'Tsuburaya Productions', 'Docomo Anime Store', 'Links']",['Studio PuYUKAI'],6.0
33013,Super Lovers OVA,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Shounen Ai']",Bundled with manga's tenth and eleventh volume.,OVA,['Kadokawa Shoten'],['Studio Deen'],7.77
33018,Katsugeki/Touken Ranbu,"['Action', 'Fantasy', 'Historical', 'Samurai']","In 1863, Izuminokami Kanesada and his partner, Horikawa Kunihiro, arrive in the streets of Edo from the future to investigate their master's reports of an upcoming enemy invasion. As humanoid manifestations of the famous Toshizou Hijikata's swords, they have been tasked with protecting history from the Retrograde Army that seeks to alter it. Soon enlisting the help of other sword warriors, they continuously battle the mysterious army throughout the Bakumatsu period. 
 
However, their journey will not be an easy one. Fraught with blood and betrayal in the chaotic era closest to their hearts, the duo will be forced to make difficult decisions with everything they care about on the line.  
 
[Written by MAL Rewrite]",TV,"['Aniplex', 'Nitroplus', 'Good Smile Company', 'DMM.com']",['ufotable'],6.8
33019,Reikenzan: Eichi e no Shikaku,"['Comedy', 'Magic', 'Fantasy']","After two years of studying within the Reiken clan, Ouriku and other inexperienced disciples are ordered to descend to the temporal world for further studies, and Ouriku embarks the journey back to his birthplace. 
 
(Source: ANN)",TV,"['Haoliners Animation League', 'Tencent Animation']",['Studio Deen'],7.05
33021,Ragnastrike Angels,['Action'],"In the near future, massive hostile beings called ""Fiarem"" are waging war on Earth. To defend the world from this alien threat, Japan unleashes a special team known as ""Ragna Strikers""—six young women wielding advanced weaponry and the ability to grow to gigantic sizes.  Ragnastrike Angels  follows Ayano Anemori and her friends as they live their daily lives and battle the violent Fiarem. 
  
[Written by MAL Rewrite]",TV,['Aniplex'],['Satelight'],4.39
33023,Touken Ranbu: Hanamaru,"['Action', 'Slice of Life', 'Comedy', 'Historical', 'Drama', 'Fantasy']","In the year 2205, a special sage known as Saniwa has the ability to breathe life into inanimate objects. At the same time, dark forces have initiated a plot to travel back in time and change the course of history—and the only ones capable of stopping them are the Saniwa and their strongest animations: historical Japanese swords, in the form of handsome young men. 
 
 Touken Ranbu: Hanamaru  opens on the life of Yamatonokami Yasusada, Souji Okita's beloved uchigatana, as he begins his first day at the Saniwa's citadel. Soon reuniting with his old friend, Kashuu Kiyomitsu, the two are caught up in the daily antics of their fellow sword warriors. They never miss an opportunity to have fun, whether it be through wild snowball fights or introducing their newest comrades to the citadel. Of course, when the government calls, the swords are always ready to fulfill their mission of protecting history. 
 
[Written by MAL Rewrite]",TV,"['Marvelous', 'Nitroplus', 'Delfi Sound', 'TOHO animation', 'Good Smile Company', 'DMM.com']",['Doga Kobo'],6.89
33024,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,"['Action', 'Sci-Fi', 'Space', 'Mecha', 'School', 'Seinen']","Team Fawn from Gurantseere Academy dreams of one day fighting beside the heroes of Team Rabbit. One day, they finally get their chance as the GDF launches another attack. 
 
(Source: Crunchyroll)",Special,['Sotsu'],"['Orange', 'Seven Arcs Pictures']",6.48
33026,Time Bokan 24,"['Adventure', 'Comedy', 'Mecha']",A new TV series in the  Time Bokan  franchise.,TV,"['Yomiuri Telecasting', 'Level-5']",['Tatsunoko Production'],5.87
33027,Infini-T Force,"['Action', 'Sci-Fi', 'Super Power']","Emi is a seventeen-year-old girl living in Shibuya. Her father is always away with work and she's grown listless. Suddenly, a twist of fate involving a certain magical item changes everything. A mysterious pencil, of all things, is linked to the appearance of heroes from another world! Could this be the start to the excitement she's so desperately craving, or is there something more? 
 
(Source: VIZ Media)",TV,"['Yomiuri Telecasting', 'Shochiku', 'HoriPro', 'Pony Canyon', 'Digital Frontier', 'Bushiroad', 'Nippon Television Network', 'Children&#039;s Playground Entertainment', 'Nippon Television Music', 'Hulu', 'Kadokawa', 'Sapporo Television Broadcasting', 'Miyagi Television Broadcasting', 'Shizuoka Daiichi Television', 'Chukyo TV Broadcasting', 'Hiroshima Television', 'Fukuoka Broadcasting System']",['Tatsunoko Production'],6.63
33031,Shakunetsu no Takkyuu Musume,['Sports'],"In the world of Japanese ping pong, a mighty king has fallen. An underdog team suddenly breaks the indomitable Oudou Academy's nine year winning streak, creating a power vacuum as players everywhere are given hope that they too can reach the national tournament. 
 
Suzumegahara Middle School is home to a small-time team: Hanabi Tenka, who has a rapid attack style; Hokuto Itsumo, who can predict the ball's most likely path; Agari Kamiya, famous for her signature backhand smash; vice-captain Mune Oomune, who has an aggressive playstyle; and team captain Kiruka Ushirode, who possesses an impenetrable defense. Despite their skill at ping pong, the team has never made it further than the local city tournaments. 
 
But everything changes when transfer student Koyori Tsumujikaze arrives in town. Filled with an intense love of the game, she quickly makes a name for herself as another top player on the team. Koyori's positive attitude towards ping pong lights a fire in each of the girls' competitive hearts, and together they embark on a mission to win the national tournament. 
 
[Written by MAL Rewrite]",TV,"['TV Tokyo', 'Sotsu', 'AT-X', 'KlockWorx', 'Memory-Tech', 'Studio Mausu', 'DIVE II Entertainment', 'Avex Pictures', 'Children&#039;s Playground Entertainment', 'BS Japan', 'Furyu']",['Kinema Citrus'],7.15
33032,Drifters: Special Edition,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Samurai', 'Seinen']",Bundled with the fifth manga volume.,OVA,['NBCUniversal Entertainment Japan'],['Hoods Drifters Studio'],7.84
33034,Kiniro Mosaic: Pretty Days,"['Slice of Life', 'Comedy', 'School', 'Seinen']","The episode is set during a school festival where Shinobu is assigned to write a script and make outfits for her class play. Youko and Alice notice that Shinobu is sleepy every morning and are worried that she might be getting tired of all the work. Will Shinobu be able to successfully complete all her tasks in time? 
 
(Source: MAL News)",Movie,['Genco'],['Studio Gokumi'],7.58
33036,Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,"['Comedy', 'Drama', 'Romance', 'School']","Following Natsuki Enomoto's confession rehearsals with Yuu Setoguchi, their younger siblings Kotarou and Hina struggle to confess their own love. Despite a disastrous first meeting in middle school with her upperclassman Koyuki Ayase, Hina’s heart is captured by his warm smile. Initially confused by these newfound feelings, Hina soon realizes that she has fallen in love for the very first time. 
 
Chasing after her brother Yuu and her crush Koyuki, Hina also enrolls in Sakuragaoka High School; but the threads of love are far-reaching, and they entangle Hina and her friends. Boisterous but sensitive, Hina hopes to confess her feelings to the tender-hearted Koyuki. Meanwhile, Kotarou, oblivious to his own feelings for her, is determined to always keep Hina smiling. 
 
 Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou linkai  follows Hina, Kotarou, and Koyuki in high school. Their youthful love forges new relationships, but also threatens to break others. 
 
[Written by MAL Rewrite]",Movie,"['Aniplex', 'Dentsu', 'Kadokawa Shoten', 'Movic', 'Fuji TV', 'Milestone Music Publishing', 'Lawson', 'Music Ray&#039;n']",['Qualia Animation'],7.21
33037,Tsukiuta. The Animation,['Music'],"In the anime series, the members of Six Gravity and Procellarum are all living in the same dorm building. Hajime Mutsuki and Haru Yayoi, the oldest members of Six Gravity, are first year university students. Each episode of the series will feature a different main character. 
 
(Source: MAL News)",TV,"['Movic', 'Pierrot Plus']",['Studio Pierrot'],7.04
33038,Nuwa Chengzhang Riji,"['Comedy', 'Fantasy']","This story follows an orphan girl rumoured to be a successor of ""Nuwa"", the goddess of creation in ancient Chinese mythology.",ONA,"['Tencent Penguin Pictures', 'China Literature Limited']",['G.CMay Animation &amp; Film'],6.43
33041,Bubuki Buranki: Hoshi no Kyojin,"['Action', 'Sci-Fi', 'Drama', 'Mecha']",Sequel of  Bubuki Buranki .,TV,"['Dentsu', 'AT-X', 'Ultra Super Pictures', 'Sony Music Communications', 'Bushiroad', 'Sammy', 'Kadokawa Media (Taiwan)', 'Tose']",['SANZIGEN'],6.98
33045,Dream Festival!,['Music'],"Due to his cheerful personality and ability to smile even through a hard day's work, Kanade Amamiya is suddenly scouted into the idol life by industry legend Haruto Mikami. He joins the agency D-4 Production where he meets fellow high schoolers Shin Oikawa, Junya Sasaki, Itsuki Katagiri, and Chizuru Sawamura, who all aspire to become idols. Inspired by their determination, Kanade embraces this new life.  
 
A perfect chance for his debut appears when they are grouped together to perform at the company's Dream Festival. To rise to the top, they must collect Dorika—cards given by the audience that idols use to form their stage outfits—and gain the audience's attention. However, the road to fame is a rocky one, and the boys must form a bond of friendship and trust before they can reach their goals. 
 
[Written by MAL Rewrite]",ONA,"['Lantis', 'Bandai', 'Happinet Pictures', 'Bandai Namco Entertainment', 'Amuse', 'Bandai Namco Rights Marketing']",['Bandai Namco Pictures'],6.9
33046,B-Project: Kodou*Ambitious,"['Music', 'Shoujo']","The anime's story follows Tsubasa, a new hire in the A&R department of the major recording company Gandala Music. Tsubasa is immediately assigned to oversee the idol unit ""B-PROJECT,"" which is made up of three idol groups: Kitakore, THRIVE, and MooNs. This is Tsubasa's first job, and she gets involved in various incidents and accidents as she deals with this group of young men who each have their own differing personalities. 
 
(Source: ANN)",TV,"['Aniplex', 'Movic', 'MAGES.', 'Tokyo MX', 'Hakuhodo DY Music &amp; Pictures', 'BS11', 'Lawson', 'ABC Animation']",['A-1 Pictures'],6.76
33047,Fate/Extra: Last Encore,"['Action', 'Magic', 'Fantasy']","A technological hell masquerading as paradise, Tsukimihara Academy is an artificial high school that serves as the setting for the next Holy Grail War. Created by the Moon Cell computer, the school is inhabited by Earth-projected souls who have even the slightest aptitude for being a ""Master."" Of these 256 souls, 128 will be chosen for the main tournament and granted a Servant. With all of the Masters selected, the Academy activates a purge, targeting the remaining lifeforms for elimination. 
 
Awakening in a pool of his own blood, Hakuno Kishinami refuses to die. Fueled by unknown feelings of hatred, he vows to fight for survival. As he struggles to escape from a relentless pursuer, he finds a crimson blade plunged into the ground; and by pulling it out, Hakuno summons his own Servant, Saber, who instantly destroys his pursuer in a flurry of rose petals. With his newfound power, Hakuno must now begin his journey to Moon Cell's core, the Angelica Cage. There, he will unveil the reason for this artificial world and the secrets of his own blood-soaked past. 
 
[Written by MAL Rewrite]",TV,"['Aniplex', 'Marvelous', 'Notes']",['Shaft'],6.53
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']","Tekkadan has now become a direct affiliate of Teiwaz after procuring a new trade agreement with Arbrau. With its newfound funds and prestige, Tekkadan finds both its list of allies and enemies growing. Meanwhile, the flames of the Gjallarhorn power struggle continue to rage in full force. As a part of her efforts to make Mars financially independent from Earth, Kudelia Aina Bernstein founds the Admoss Company and enlists Tekkadan as her business partner.  
 
The stakes are getting higher as the Tekkadan family continues to grow. Will Orga, Mikazuki, and the rest of the Tekkadan faction be able to keep up, or will Kudelia's dream of Martian independence die out? 
 
[Written by MAL Rewrite]",TV,"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']",['Sunrise'],8.26
33069,Dimension W: Robot wa Sentou no Yume wo Miruka,"['Sci-Fi', 'Seinen']",An unaired episode released with the sixth BD volume.,Special,"['Bandai Visual', 'Square Enix', 'Lantis', 'Orange', 'Good Smile Company', 'Q-Tec']",['Studio 3Hz'],6.62
33075,Musaigen no Phantom World: Mizutama no Kiseki,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",A special unaired episode of  Musaigen no Phantom World  bundled with the series' seventh DVD/BD volume.,Special,"['Lantis', 'Pony Canyon']",['Kyoto Animation'],6.82
33080,Brotherhood: Final Fantasy XV,['Action'],"Crown Prince of the Kingdom of Lucis, Noctis Lucis Caelum, sets out on a journey to Caem. His purpose is to meet with Lunafreya Nox Fleuret, an oracle and Noctis' childhood friend, in order to marry her. A strong and silent type, Noctis is accompanied by his friends and Royal Guard Gladiolus, Prompto, and Ignis. The four young men set out on a road trip across the continent in the king's personal convertible, the Regalia. Along the journey, each of them experience various situations which allow them to reflect on their past together, and strengthen their bonds for the future. 
 
A prequel to the 2016 video game  Final Fantasy XV, Brotherhood: Final Fantasy XV  explores the relationships of its four main protagonists and the challenges awaiting them. 
 
[Written by MAL Rewrite]",ONA,"['Square Enix', 'RightTracks']",['A-1 Pictures'],7.12
33086,Uchuu Neko: Mardock no Bouken,"['Adventure', 'Space', 'Comedy']","Mardock and his friend Chewy traverse the universe and solve problems from planet to planet.  
",ONA,['Craftar'],['Asura Film'],4.74
33087,Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,"['Fantasy', 'Harem', 'Historical', 'Romance', 'Shoujo']","Sequel to  Meiji Tokyo Renka: Yumihari no Serenade , which follows Mei Ayazuki as she travels back in time and falls in love with historical figures.",Movie,['MAGES.'],['Studio Deen'],6.65
33089,Kemono Friends,"['Adventure', 'Comedy', 'Fantasy']","Japari Park is an untamed paradise where many humanoid animals, known as ""Friends,"" live their everyday lives in all corners of the natural environmental park. 
 
One lazy afternoon in the savannah area, the energetic Serval encounters a peculiar new Friend. Curious, she swiftly takes down the Friend, named Kaban, to try and discover what species she is. To Serval's disappointment, not even Kaban herself knows the answer. 
 
The two become friends and set out on a grand adventure through the many habitats, landmarks, and attractions of Japari Park. Their destination is the park library, where they hope to shed some light on Kaban’s identity. Along the way, they meet many other Friends, looking into their lives and helping them out. However, they soon begin to uncover the sinister reality behind the park and their own existence. 
 
[Written by MAL Rewrite]",TV,"['TV Tokyo', 'Victor Entertainment', 'AT-X', 'KlockWorx', 'flying DOG', 'Bushiroad', 'Age Global Networks', 'famima.com', 'Docomo Anime Store', 'Just Pro']",['Yaoyorozu'],7.73
33091,Planetarian: Chiisana Hoshi no Yume,"['Sci-Fi', 'Drama']","It is thirty years after the failure of the Space Colonization Program. Humanity is nearly extinct. A perpetual and deadly Rain falls on the Earth. Men known as ""Junkers"" plunder goods and artifacts from the ruins of civilization. One such Junker sneaks alone into the most dangerous of all ruins—a ""Sarcophagus City."" In the center of this dead city, he discovers a pre-War planetarium. And as he enters he is greeted by Hoshino Yumemi, a companion robot. Without a single shred of doubt, she assumes he is the first customer she's had in 30 years. She attempts to show him the stars at once, but the planetarium projector is broken. Unable to make heads or tails of her conversation, he ends up agreeing to try and repair the projector... 
 
(Source: Steam)",ONA,['Visual Art&#039;s'],['David Production'],7.6
33094,WWW.Working!!,"['Slice of Life', 'Comedy']","Daisuke Higashida is a serious first-year student at Higashizaka High School. He lives a peaceful everyday life even though he is not satisfied with the family who doesn't laugh at all and makes him tired. However, his father's company goes bankrupt one day, and he can no longer afford allowances, cellphone bills, and commuter tickets. When his father orders him to take up a part-time job, Daisuke decides to work at a nearby family restaurant in order to avoid traveling 15 kilometers to school by bicycle.",TV,"['Aniplex', 'Yomiuri Telecasting', 'Lawson']",['A-1 Pictures'],7.55
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,"['Drama', 'Historical', 'Josei']","Even after having risen to the utmost rank of shun'ichi, Yotaro struggles to find his own identity in the world of rakugo. Caught between his master's teachings and the late Sukeroku's unique style, his performance lacks an important ingredient—ego. And while his popularity packs the theaters, he is but one of the few; rakugo is under threat of being eclipsed. 
 
Meanwhile Yakumo, regarded by many as the last bastion of preserving the popularity of rakugo, struggles to cope with his elderly state. Even though his performances are still stellar, he fears that he is nearing his limits. His doubts grow stronger as an old friend creeps ever closer. Konatsu, for her part, attempts to raise her son as a single mother, which Yotaro is heavily opposed to. Instead, he seeks to persuade her to marry him and in turn raise her son as his own. 
 
In  Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen , the curtains fall on Yotaro and Yakumo's story, tasked with restoring the near-obsolete art form as well as overcoming their internal conflicts. 
 
[Written by MAL Rewrite]",TV,"['Mainichi Broadcasting System', 'Kodansha', 'DAX Production', 'King Records']",['Studio Deen'],8.87
33104,Rance 01: Hikari wo Motomete The Animation - Leazas no Yami,['Hentai'],"A special short animation bundled with the third  Rance 01  OVA volume, depicting explicit torture scenes.",Special,['Pink Pineapple'],['Seven'],6.32
33113,Scared Rider Xechs,"['Sci-Fi', 'Adventure', 'Harem', 'Romance']","The Blue World, which symbolizes reason, is under constant attack by the creatures called the Nightfly O'Note originating from the Red World, symbolizing instinct. Akira Asagi, the 17-year-old protagonist who is a researcher at Blue World, is nominated to lead the war at Ryuukyuu LAG, a proud defense facility on the islands of Ishigaki and Iriomote. She meets the sixth combat unit ""IS,"" which was formed four years after a fierce battle that annihilated the fifth unit. Akari must lead these six riders, also called the Scared Rider Xechs, to fight against the other world while at the same time deepening the relationship among them. 
 
(Source: MAL News)",TV,"['Sotsu', 'MediaNet', 'AT-X', 'MAGES.', 'Docomo Anime Store', '5pb.']",['Satelight'],5.32
33116,Mori no Ongakutai,"['Fantasy', 'Kids']","A puppet animation adaptation of the Grimm fairy-tale ""Town Musicians of Bremen"".",Movie,['Gakken'],['Gakken Eigakyoku'],4.63
33122,Pâtisserie no Monster,['Slice of Life'],"Pâtisserie no Monster  focuses on the titular monster Powan, the owner of a small pastry shop in France.",ONA,['Craftar'],['dwarf'],4.76
33123,Koto Nakare Hero Gingerman,['Comedy'],Shorts about root vegetables from the refrigerator who try to act like superheroes.,TV,['Amgakuin'],['Kenji Studio'],4.86
33130,Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,['Historical'],"Ryouken, a young man who hates temples and monks, laments his misfortunes but finds hope in his soon-to-be-born child. An unfortunate accident took everything from Ryouken. In the days of self-abandonment and suffering in darkness, Ryouken finds the teachings of the high priest Rennyo. In it, he finds answers to the question ""Why live"" as explained by the sage Shinran. As he is drawn into the teachings and no longer hesitates, Ryouken becomes Rennyo's apprentice. The number of worshippers increase, but the Honganji temple becomes a target of the other sects, forcing Ryouken and Rennyo to flee from Kyoto. In order to find a new place to teach, they arrive in Yoshizaki (now in Fukui Prefecture) in the Hokuriku region.",Movie,['Miracle Bus'],['Studio Deen'],5.46
33142,Re:Zero kara Hajimeru Break Time,"['Adventure', 'Comedy', 'Parody', 'Fantasy']",A series of comedic shorts featuring chibi versions of the characters of the main show.,Special,['TV Tokyo'],['Studio PuYUKAI'],6.76
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"['Comedy', 'Romance', 'School']",Bundled with 5bp's  Yahari Game Demo Ore no Seishun Love Comedy wa Machigatteiru. Zoku  game for the PlayStation Vita. It adapts a story focusing on Iroha Isshiki from volume 10.5 of the original light novel. ,OVA,['5pb.'],['feel.'],8.2
33163,Seishain Cyborg 003,['Comedy'],"A collaboration between  009 Re:Cyborg  and Staff Service, featuring Cyborg 003 as a businesswoman.",ONA,['Steve N&#039; Steven'],['Production I.G'],5.32
33164,Musaigen no Phantom World: Limitless Phantom World,"['Comedy', 'Supernatural', 'Fantasy']",Picture drama specials bundled with the main series' Blu-ray/DVD volumes.,Special,"['Lantis', 'Pony Canyon']",['Kyoto Animation'],6.33
33170,"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",['Drama'],A collaboration video featuring the Sony Walkman and headphones.,Special,"['Aniplex', 'Sony Music Entertainment']",['A-1 Pictures'],5.67
33173,Sansha Sanyou Specials,"['Comedy', 'School', 'Slice of Life']",Bundled with BD/DVD volumes 1-3.,Special,['TOHO animation'],['Doga Kobo'],6.73
33183,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,"['Action', 'Slice of Life', 'Magic', 'Fantasy', 'School', 'Shoujo']",Toei Animation has announced that a movie for  Mahoutsukai! Precure  will premiere in October 2016. ,Movie,"['ABC Animation', 'Kinoshita Group Holdings']",['Toei Animation'],7.39
33184,Battle Girl High School,"['Action', 'Sci-Fi', 'School']","Based on COLOPL's school action role-playing game. Set in the year 2045. The world has been contaminated by Irousu (mysterious invaders who suddenly appeared), and humans find themselves restricted and contained. Standing boldly against these invaders are ordinary girls everywhere, without a powerful army or even weapons. 
 
The Shinjugamine Girls Academy is a school for these ""Hoshimori"" (Star Guardians) destined to fight the Irousu. The player is assigned to this academy to train the girls and take back the contaminated Earth. And so, once again, the chimes echo through the sun-strewn schoolyard to mark the beginning of classes today... 
 
(Source: ANN, edited)",TV,"['flying DOG', 'Hakuhodo DY Music &amp; Pictures', 'COLOPL']",['Silver Link.'],5.87
33190,Planetarian: Hoshi no Hito,"['Sci-Fi', 'Drama']","An adaptation of the visual-novel by Key,  Planetarian: Hoshi no Hito  combines the story of the original work with an expansion that extends the narrative with content from the  Hoshi no Hito  light-novel sequel.  
 
In the future after much of the world has been devastated by nuclear and biological warfare, a young scavenger or ""Junker"" exploring a quarantined and abandoned city comes across a service robot still faithfully awaiting customers in the rooftop planetarium of a department store. Against his pragmatic instincts he helps the robot repair the planetarium's projector: a decision which will change both their fates. 
 
(Source: ANN)",Movie,['Visual Art&#039;s'],['David Production'],8.02
33191,Kishibe Rohan wa Ugokanai,"['Action', 'Mystery', 'Supernatural', 'Shounen']","Rohan Kishibe accompanies Kyouka Izumi, a manga magazine editor, to a buy house at a village far off from civilization. They soon discover the village is home to a group of millionaires who had all mysteriously become rich at the age of 25. Rohan and Izumi enter one of the houses, only to realize they they are trapped by a mysterious power that won't let them progress unless they follow specific rules lest they suffer the consequences. 
 
(Source: JoJo Wiki)",OVA,"['Warner Bros.', 'Shueisha']",['David Production'],7.38
33193,Shi Wan Ge Leng Xiaohua,"['Comedy', 'Parody']","One Hundred Thousand Bad Jokes  is a parody series that references folktales, classic literature, and modern comics, films, and animation from a variety of countries and regions.",ONA,['Yaoqi'],['L²Studio'],6.43
33196,Shi Wan Ge Leng Xiaohua Di 3rd Season,"['Comedy', 'Parody']",Season 3 of  One Hundred Thousand Bad Jokes .,ONA,['Yaoqi'],['L²Studio'],6.75
33197,Lostorage Incited WIXOSS,"['Game', 'Psychological']","High school student Homura Suzuko has returned to Ikebukuro, the town where she grew up. 
 
""We're friends forever!"" She treasures her memories of her old friend from when she was little, Morikawa Chinatsu, and she's excited at the prospect of meeting her again. 
 
But when she gets to school, she finds she has trouble fitting in with the rest of the class. 
 
One day, she decides that if she learns to play the card game WIXOSS, she might be able to make some friends. She stops at a card shop on her way home and buys a deck set. When she takes the set home and opens it, the girl on one of the cards begins to move, and speak. 
 
""Welcome, Selector."" 
 
Humans chosen as Selectors must battle for control of the five coins that hold all their memories. 
 
If they can retake all the coins, they win, and can leave the game. But if they lose, as a penalty— 
 
""Lostorage""—What will become of Suzuko as she's caught up in this insane game? 
 
And just like Suzuko, Chinatsu finds herself drawn into the game as well... 
 
(Source: Crunchyroll)",TV,['Warner Bros.'],['J.C.Staff'],6.8
33201,Ojisan to Marshmallow: Hige-san to Yume Mashmallow,['Comedy'],"Habahiro Hige awakens at his desk at work, but much to his surprise, he has become a baby! To make things stranger, Iori Wakabayashi walks in wearing a school uniform but doesn't recognize him as the baby. Upon being picked up and held by her, Hige discovers that he doesn't just have the body of a baby but the mind of one as well. 
 
[Written by MAL Rewrite]",Special,"['DAX Production', 'Dream Creation']",['Creators in Pack'],6.11
33203,Fukumenkei Noise,"['Music', 'Romance', 'Shoujo']","Every day, a young girl wearing a mask stands by the beach and sings a nostalgic melody. After experiencing two sudden heart-wrenching partings when she was only a child, Nino Arisugawa has been singing her songs to the ocean, bound by a promise made with her two childhood friends—her first love, Momo Sakaki, and a boy who composed music, Kanade ""Yuzu"" Yuzuriha. Having never met each other, the boys both individually promised that if Nino was ever separated from them, her voice would be the beacon to reunite them once again. 
 
After six long years, destiny has finally placed Nino, Momo, and Yuzu in the same high school. However, the passage of time has changed many things in their lives—while Nino relentlessly attempts to fulfill her childhood promise with the boys, Yuzu's feelings for her from the past resurface, and Momo goes to great lengths to prevent a reunion with Nino. Through music, will they be able to mend their friendship and overcome all the feelings involved in this complicated love triangle? 
 
[Written by MAL Rewrite]",TV,"['Shogakukan Productions', 'Nihon Ad Systems', 'Hakusensha', 'Warner Bros.', 'KlockWorx', 'BS Fuji', 'Kansai Telecasting']",['Brain&#039;s Base'],7.16
